name,survived,female,age,sibsp,parch,pclass,ticket,fare,cabin,embarked,boat,body,home_dest
"Rheims, Mr. George Alexander Lucien",1,0,,0,0,First,PC 17607,39.6000,,S,A,,"Paris / New York, NY"
"Rice, Master. Albert",0,0,10,4,1,Third,382652,29.1250,,Q,,,
"Rice, Master. Arthur",0,0,4,4,1,Third,382652,29.1250,,Q,,,
"Rice, Master. Eric",0,0,7,4,1,Third,382652,29.1250,,Q,,,
"Rice, Master. Eugene",0,0,2,4,1,Third,382652,29.1250,,Q,,,
"Rice, Master. George Hugh",0,0,8,4,1,Third,382652,29.1250,,Q,,,
"Rice, Mrs. William (Margaret Norton)",0,1,39,0,5,Third,382652,29.1250,,Q,,327,
"Richard, Mr. Emile",0,0,23,0,0,Second,SC/PARIS 2133,15.0458,,C,,,"Paris / Montreal, PQ"
"Richards, Master. George Sibley",1,0,0.8333,1,1,Second,29106,18.7500,,S,4,,"Cornwall / Akron, OH"
"Richards, Master. William Rowe",1,0,3,1,1,Second,29106,18.7500,,S,4,,"Cornwall / Akron, OH"
"Richards, Mrs. Sidney (Emily Hocking)",1,1,24,2,3,Second,29106,18.7500,,S,4,,"Cornwall / Akron, OH"
"Ridsdale, Miss. Lucy",1,1,50,0,0,Second,W./C. 14258,10.5000,,S,13,,"London, England / Marietta, Ohio and Milwaukee, WI"
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",0,1,22,0,0,Third,3101295,39.6875,,S,,,
"Ringhini, Mr. Sante",0,0,22,0,0,First,PC 17760,135.6333,,C,,232,
"Rintamaki, Mr. Matti",0,0,35,0,0,Third,STON/O 2. 3101273,7.1250,,S,,,
"Riordan, Miss. Johanna ""Hannah""",1,1,,0,0,Third,334915,7.7208,,Q,13,,
"Risien, Mr. Samuel Beard",0,0,,0,0,Third,364498,14.5000,,S,,,
"Risien, Mrs. Samuel (Emma)",0,1,,0,0,Third,364498,14.5000,,S,,,
"Robbins, Mr. Victor",0,0,,0,0,First,PC 17757,227.5250,,C,,,
"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,1,43,0,1,First,24160,211.3375,B3,S,2,,"St Louis, MO"
"Robins, Mr. Alexander A",0,0,50,1,0,Third,A/5. 3337,14.5000,,S,,119,
"Robins, Mrs. Alexander A (Grace Charity Laury)",0,1,47,1,0,Third,A/5. 3337,14.5000,,S,,7,
"Roebling, Mr. Washington Augustus II",0,0,31,0,0,First,PC 17590,50.4958,A24,S,,,"Trenton, NJ"
"Rogers, Mr. Reginald Harry",0,0,19,0,0,Second,28004,10.5000,,S,,,
"Rogers, Mr. William John",0,0,,0,0,Third,S.C./A.4. 23567,8.0500,,S,,,
"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",1,0,45,0,0,First,111428,26.5500,,S,9,,"New York, NY"
"Rommetvedt, Mr. Knud Paust",0,0,,0,0,Third,312993,7.7750,,S,,,
"Rood, Mr. Hugh Roscoe",0,0,,0,0,First,113767,50.0000,A32,S,,,"Seattle, WA"
"Rosblom, Miss. Salli Helena",0,1,2,1,1,Third,370129,20.2125,,S,,,
"Rosblom, Mr. Viktor Richard",0,0,18,1,1,Third,370129,20.2125,,S,,,
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,1,41,0,2,Third,370129,20.2125,,S,,,
"Rosenbaum, Miss. Edith Louise",1,1,33,0,0,First,PC 17613,27.7208,A11,C,11,,"Paris, France"
"Rosenshine, Mr. George (""Mr George Thorne"")",0,0,46,0,0,First,PC 17585,79.2000,,C,,16,"New York, NY"
"Ross, Mr. John Hugo",0,0,36,0,0,First,13049,40.1250,A10,C,,,"Winnipeg, MB"
"Roth, Miss. Sarah A",1,1,,0,0,Third,342712,8.0500,,S,C,,
"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,1,33,0,0,First,110152,86.5000,B77,S,8,,"London  Vancouver, BC"
"Rothschild, Mr. Martin",0,0,55,1,0,First,PC 17603,59.4000,,C,,,"New York, NY"
"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,1,54,1,0,First,PC 17603,59.4000,,C,6,,"New York, NY"
"Rouse, Mr. Richard Henry",0,0,50,0,0,Third,A/5 3594,8.0500,,S,,,
"Rowe, Mr. Alfred G",0,0,33,0,0,First,113790,26.5500,,S,,109,London
"Rugg, Miss. Emily",1,1,21,0,0,Second,C.A. 31026,10.5000,,S,12,,"Guernsey / Wilmington, DE"
"Rush, Mr. Alfred George John",0,0,16,0,0,Third,A/4. 20589,8.0500,,S,,,
"Ryan, Mr. Edward",1,0,,0,0,Third,383162,7.7500,,Q,14,,
"Ryan, Mr. Patrick",0,0,,0,0,Third,371110,24.1500,,Q,,,
"Ryerson, Master. John Borie",1,0,13,2,2,First,PC 17608,262.3750,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
"Ryerson, Miss. Emily Borie",1,1,18,2,2,First,PC 17608,262.3750,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
"Ryerson, Miss. Susan Parker ""Suzette""",1,1,21,2,2,First,PC 17608,262.3750,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
"Ryerson, Mr. Arthur Larned",0,0,61,1,3,First,PC 17608,262.3750,B57 B59 B63 B66,C,,,"Haverford, PA / Cooperstown, NY"
"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",1,1,48,1,3,First,PC 17608,262.3750,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
"Saad, Mr. Amin",0,0,,0,0,Third,2671,7.2292,,C,,,
"Saad, Mr. Khalil",0,0,25,0,0,Third,2672,7.2250,,C,,,
"Saade, Mr. Jean Nassr",0,0,,0,0,Third,2676,7.2250,,C,,,
"Saalfeld, Mr. Adolphe",1,0,,0,0,First,19988,30.5000,C106,S,3,,"Manchester, England"
"Sadlier, Mr. Matthew",0,0,,0,0,Third,367655,7.7292,,Q,,,
"Sadowitz, Mr. Harry",0,0,,0,0,Third,LP 1588,7.5750,,S,,,
"Saether, Mr. Simon Sivertsen",0,0,38.5,0,0,Third,SOTON/O.Q. 3101262,7.2500,,S,,32,
"Sage, Master. Thomas Henry",0,0,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Master. William Henry",0,0,14.5,8,2,Third,CA. 2343,69.5500,,S,,67,
"Sage, Miss. Ada",0,1,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Miss. Constance Gladys",0,1,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Miss. Dorothy Edith ""Dolly""",0,1,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Miss. Stella Anna",0,1,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Mr. Douglas Bullen",0,0,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Mr. Frederick",0,0,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Mr. George John Jr",0,0,,8,2,Third,CA. 2343,69.5500,,S,,,
"Sage, Mr. John George",0,0,,1,9,Third,CA. 2343,69.5500,,S,,,
"Sage, Mrs. John (Annie Bullen)",0,1,,1,9,Third,CA. 2343,69.5500,,S,,,
"Sagesser, Mlle. Emma",1,1,24,0,0,First,PC 17477,69.3000,B35,C,9,,
"Salander, Mr. Karl Johan",0,0,24,0,0,Third,7266,9.3250,,S,,,
"Salkjelsvik, Miss. Anna Kristine",1,1,21,0,0,Third,343120,7.6500,,S,C,,
"Salomon, Mr. Abraham L",1,0,,0,0,First,111163,26.0000,,S,1,,"New York, NY"
"Salonen, Mr. Johan Werner",0,0,39,0,0,Third,3101296,7.9250,,S,,,
"Samaan, Mr. Elias",0,0,,2,0,Third,2662,21.6792,,C,,,
"Samaan, Mr. Hanna",0,0,,2,0,Third,2662,21.6792,,C,,,
"Samaan, Mr. Youssef",0,0,,2,0,Third,2662,21.6792,,C,,,
"Sandstrom, Miss. Beatrice Irene",1,1,1,1,1,Third,PP 9549,16.7000,G6,S,13,,
"Sandstrom, Miss. Marguerite Rut",1,1,4,1,1,Third,PP 9549,16.7000,G6,S,13,,
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,1,24,0,2,Third,PP 9549,16.7000,G6,S,13,,
"Sap, Mr. Julius",1,0,25,0,0,Third,345768,9.5000,,S,11,,
"Saundercock, Mr. William Henry",0,0,20,0,0,Third,A/5. 2151,8.0500,,S,,,
"Sawyer, Mr. Frederick Charles",0,0,24.5,0,0,Third,342826,8.0500,,S,,284,
"Scanlan, Mr. James",0,0,,0,0,Third,36209,7.7250,,Q,,,
"Schabert, Mrs. Paul (Emma Mock)",1,1,35,1,0,First,13236,57.7500,C28,C,11,,"New York, NY"
"Schmidt, Mr. August",0,0,26,0,0,Second,248659,13.0000,,S,,,"Newark, NJ"
"Sdycoff, Mr. Todor",0,0,,0,0,Third,349222,7.8958,,S,,,
"Sedgwick, Mr. Charles Frederick Waddington",0,0,25,0,0,Second,244361,13.0000,,S,,,Liverpool
"Serepeca, Miss. Augusta",1,1,30,0,0,First,113798,31.0000,,C,4,,
"Seward, Mr. Frederic Kimber",1,0,34,0,0,First,113794,26.5500,,S,7,,"New York, NY"
"Sharp, Mr. Percival James R",0,0,27,0,0,Second,244358,26.0000,,S,,,"Hornsey, England"
"Shaughnessy, Mr. Patrick",0,0,,0,0,Third,370374,7.7500,,Q,,,
"Sheerlinck, Mr. Jan Baptist",1,0,29,0,0,Third,345779,9.5000,,S,11,,
"Shellard, Mr. Frederick William",0,0,,0,0,Third,C.A. 6212,15.1000,,S,,,
"Shelley, Mrs. William (Imanita Parrish Hall)",1,1,25,0,1,Second,230433,26.0000,,S,12,,"Deer Lodge, MT"
"Shine, Miss. Ellen Natalia",1,1,,0,0,Third,330968,7.7792,,Q,,,
"Shorney, Mr. Charles Joseph",0,0,,0,0,Third,374910,8.0500,,S,,,
"Shutes, Miss. Elizabeth W",1,1,40,0,0,First,PC 17582,153.4625,C125,S,3,,"New York, NY / Greenwich CT"
"Silven, Miss. Lyyli Karoliina",1,1,18,0,2,Second,250652,13.0000,,S,16,,"Finland / Minneapolis, MN"
"Silverthorne, Mr. Spencer Victor",1,0,35,0,0,First,PC 17475,26.2875,E24,S,5,,"St Louis, MO"
"Silvey, Mr. William Baird",0,0,50,1,0,First,13507,55.9000,E44,S,,,"Duluth, MN"
"Silvey, Mrs. William Baird (Alice Munger)",1,1,39,1,0,First,13507,55.9000,E44,S,11,,"Duluth, MN"
"Simmons, Mr. John",0,0,,0,0,Third,SOTON/OQ 392082,8.0500,,S,,,
"Simonius-Blumer, Col. Oberst Alfons",1,0,56,0,0,First,13213,35.5000,A26,C,3,,"Basel, Switzerland"
"Sincock, Miss. Maude",1,1,20,0,0,Second,C.A. 33112,36.7500,,S,11,,"Cornwall / Hancock, MI"
"Sinkkonen, Miss. Anna",1,1,30,0,0,Second,250648,13.0000,,S,10,,"Finland / Washington, DC"
"Sirayanian, Mr. Orsen",0,0,22,0,0,Third,2669,7.2292,,C,,,
"Sirota, Mr. Maurice",0,0,,0,0,Third,392092,8.0500,,S,,,
"Sivic, Mr. Husein",0,0,40,0,0,Third,349251,7.8958,,S,,,
"Sivola, Mr. Antti Wilhelm",0,0,21,0,0,Third,STON/O 2. 3101280,7.9250,,S,,,
"Sjoblom, Miss. Anna Sofia",1,1,18,0,0,Third,3101265,7.4958,,S,16,,
"Sjostedt, Mr. Ernst Adolf",0,0,59,0,0,Second,237442,13.5000,,S,,,"Sault St Marie, ON"
"Skoog, Master. Harald",0,0,4,3,2,Third,347088,27.9000,,S,,,
"Skoog, Master. Karl Thorsten",0,0,10,3,2,Third,347088,27.9000,,S,,,
"Skoog, Miss. Mabel",0,1,9,3,2,Third,347088,27.9000,,S,,,
"Skoog, Miss. Margit Elizabeth",0,1,2,3,2,Third,347088,27.9000,,S,,,
"Skoog, Mr. Wilhelm",0,0,40,1,4,Third,347088,27.9000,,S,,,
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",0,1,45,1,4,Third,347088,27.9000,,S,,,
"Slabenoff, Mr. Petco",0,0,,0,0,Third,349214,7.8958,,S,,,
"Slayter, Miss. Hilda Mary",1,1,30,0,0,Second,234818,12.3500,,Q,13,,"Halifax, NS"
"Slemen, Mr. Richard James",0,0,35,0,0,Second,28206,10.5000,,S,,,Cornwall
"Slocovski, Mr. Selman Francis",0,0,,0,0,Third,SOTON/OQ 392086,8.0500,,S,,,
"Sloper, Mr. William Thompson",1,0,28,0,0,First,113788,35.5000,A6,S,7,,"New Britain, CT"
"Smart, Mr. John Montgomery",0,0,56,0,0,First,113792,26.5500,,S,,,"New York, NY"
"Smiljanic, Mr. Mile",0,0,,0,0,Third,315037,8.6625,,S,,,
"Smith, Miss. Marion Elsie",1,1,40,0,0,Second,31418,13.0000,,S,9,,
"Smith, Mr. James Clinch",0,0,56,0,0,First,17764,30.6958,A7,C,,,"St James, Long Island, NY"
"Smith, Mr. Lucien Philip",0,0,24,1,0,First,13695,60.0000,C31,S,,,"Huntington, WV"
"Smith, Mr. Richard William",0,0,,0,0,First,113056,26.0000,A19,S,,,"Streatham, Surrey"
"Smith, Mr. Thomas",0,0,,0,0,Third,384461,7.7500,,Q,,,
"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",1,1,18,1,0,First,13695,60.0000,C31,S,6,,"Huntington, WV"
"Smyth, Miss. Julia",1,1,,0,0,Third,335432,7.7333,,Q,13,,
"Snyder, Mr. John Pillsbury",1,0,24,1,0,First,21228,82.2667,B45,S,7,,"Minneapolis, MN"
"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",1,1,23,1,0,First,21228,82.2667,B45,S,7,,"Minneapolis, MN"
"Sobey, Mr. Samuel James Hayden",0,0,25,0,0,Second,C.A. 29178,13.0000,,S,,,"Cornwall / Houghton, MI"
"Soholt, Mr. Peter Andreas Lauritz Andersen",0,0,19,0,0,Third,348124,7.6500,F G73,S,,,
"Somerton, Mr. Francis William",0,0,30,0,0,Third,A.5. 18509,8.0500,,S,,,
"Spector, Mr. Woolf",0,0,,0,0,Third,A.5. 3236,8.0500,,S,,,
"Spedden, Master. Robert Douglas",1,0,6,0,2,First,16966,134.5000,E34,C,3,,"Tuxedo Park, NY"
"Spedden, Mr. Frederic Oakley",1,0,45,1,1,First,16966,134.5000,E34,C,3,,"Tuxedo Park, NY"
"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,1,40,1,1,First,16966,134.5000,E34,C,3,,"Tuxedo Park, NY"
"Spencer, Mr. William Augustus",0,0,57,1,0,First,PC 17569,146.5208,B78,C,,,"Paris, France"
"Spencer, Mrs. William Augustus (Marie Eugenie)",1,1,,1,0,First,PC 17569,146.5208,B78,C,6,,"Paris, France"
"Spinner, Mr. Henry John",0,0,32,0,0,Third,STON/OQ. 369943,8.0500,,S,,,
"Stahelin-Maeglin, Dr. Max",1,0,32,0,0,First,13214,30.5000,B50,C,3,,"Basel, Switzerland"
"Staneff, Mr. Ivan",0,0,,0,0,Third,349208,7.8958,,S,,,
"Stankovic, Mr. Ivan",0,0,33,0,0,Third,349239,8.6625,,C,,,
"Stanley, Miss. Amy Zillah Elsie",1,1,23,0,0,Third,CA. 2314,7.5500,,S,C,,
"Stanley, Mr. Edward Roland",0,0,21,0,0,Third,A/4 45380,8.0500,,S,,,
"Stanton, Mr. Samuel Ward",0,0,41,0,0,Second,237734,15.0458,,C,,,"New York, NY"
"Stead, Mr. William Thomas",0,0,62,0,0,First,113514,26.5500,C87,S,,,"Wimbledon Park, London / Hayling Island, Hants"
"Stengel, Mr. Charles Emil Henry",1,0,54,1,0,First,11778,55.4417,C116,C,1,,"Newark, NJ"
"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",1,1,43,1,0,First,11778,55.4417,C116,C,5,,"Newark, NJ"
"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,1,52,1,0,First,36947,78.2667,D20,C,4,,"Haverford, PA"
"Stewart, Mr. Albert A",0,0,,0,0,First,PC 17605,27.7208,,C,,,"Gallipolis, Ohio / ? Paris / New York"
"Stokes, Mr. Philip Joseph",0,0,25,0,0,Second,F.C.C. 13540,10.5000,,S,,81,"Catford, Kent / Detroit, MI"
"Stone, Mrs. George Nelson (Martha Evelyn)",1,1,62,0,0,First,113572,80.0000,B28,,6,,"Cincinatti, OH"
"Storey, Mr. Thomas",0,0,60.5,0,0,Third,3701,,,S,,261,
"Stoytcheff, Mr. Ilia",0,0,19,0,0,Third,349205,7.8958,,S,,,
"Strandberg, Miss. Ida Sofia",0,1,22,0,0,Third,7553,9.8375,,S,,,
"Stranden, Mr. Juho",1,0,31,0,0,Third,STON/O 2. 3101288,7.9250,,S,9,,
"Straus, Mr. Isidor",0,0,67,1,0,First,PC 17483,221.7792,C55 C57,S,,96,"New York, NY"
"Straus, Mrs. Isidor (Rosalie Ida Blun)",0,1,63,1,0,First,PC 17483,221.7792,C55 C57,S,,,"New York, NY"
"Strilic, Mr. Ivan",0,0,27,0,0,Third,315083,8.6625,,S,,,
"Strom, Miss. Telma Matilda",0,1,2,0,1,Third,347054,10.4625,G6,S,,,
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",0,1,29,1,1,Third,347054,10.4625,G6,S,,,
"Sunderland, Mr. Victor Francis",1,0,16,0,0,Third,SOTON/OQ 392089,8.0500,,S,B,,
"Sundman, Mr. Johan Julian",1,0,44,0,0,Third,STON/O 2. 3101269,7.9250,,S,15,,
"Sutehall, Mr. Henry Jr",0,0,25,0,0,Third,SOTON/OQ 392076,7.0500,,S,,,
"Sutton, Mr. Frederick",0,0,61,0,0,First,36963,32.3208,D50,S,,46,"Haddenfield, NJ"
"Svensson, Mr. Johan",0,0,74,0,0,Third,347060,7.7750,,S,,,
"Svensson, Mr. Johan Cervin",1,0,14,0,0,Third,7538,9.2250,,S,13,,
"Svensson, Mr. Olof",0,0,24,0,0,Third,350035,7.7958,,S,,,
"Swane, Mr. George",0,0,18.5,0,0,Second,248734,13.0000,F,S,,294,
"Sweet, Mr. George Frederick",0,0,14,0,0,Second,220845,65.0000,,S,,,"Somerset / Bernardsville, NJ"
"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,1,48,0,0,First,17466,25.9292,D17,S,8,,"Brooklyn, NY"
"Taussig, Miss. Ruth",1,1,18,0,2,First,110413,79.6500,E68,S,8,,"New York, NY"
"Taussig, Mr. Emil",0,0,52,1,1,First,110413,79.6500,E67,S,,,"New York, NY"
"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,1,39,1,1,First,110413,79.6500,E67,S,8,,"New York, NY"
"Taylor, Mr. Elmer Zebley",1,0,48,1,0,First,19996,52.0000,C126,S,5 7,,"London /  East Orange, NJ"
"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,1,,1,0,First,19996,52.0000,C126,S,5 7,,"London /  East Orange, NJ"
"Tenglin, Mr. Gunnar Isidor",1,0,25,0,0,Third,350033,7.7958,,S,13 15,,
"Thayer, Mr. John Borland",0,0,49,1,1,First,17421,110.8833,C68,C,,,"Haverford, PA"
"Thayer, Mr. John Borland Jr",1,0,17,0,2,First,17421,110.8833,C70,C,B,,"Haverford, PA"
"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,1,39,1,1,First,17421,110.8833,C68,C,4,,"Haverford, PA"
"Theobald, Mr. Thomas Leonard",0,0,34,0,0,Third,363294,8.0500,,S,,176,
"Thomas, Master. Assad Alexander",1,0,0.4167,0,1,Third,2625,8.5167,,C,16,,
"Thomas, Mr. Charles P",0,0,,1,0,Third,2621,6.4375,,C,,,
"Thomas, Mr. John",0,0,,0,0,Third,2681,6.4375,,C,,,
"Thomas, Mr. Tannous",0,0,,0,0,Third,2684,7.2250,,C,,,
"Thomas, Mrs. Alexander (Thamine ""Thelma"")",1,1,16,1,1,Third,2625,8.5167,,C,14,,
"Thomson, Mr. Alexander Morrison",0,0,,0,0,Third,32302,8.0500,,S,,,
"Thorne, Mrs. Gertrude Maybelle",1,1,,0,0,First,PC 17585,79.2000,,C,D,,"New York, NY"
"Thorneycroft, Mr. Percival",0,0,,1,0,Third,376564,16.1000,,S,,,
"Thorneycroft, Mrs. Percival (Florence Kate White)",1,1,,1,0,Third,376564,16.1000,,S,10,,
"Tikkanen, Mr. Juho",0,0,32,0,0,Third,STON/O 2. 3101293,7.9250,,S,,,
"Tobin, Mr. Roger",0,0,,0,0,Third,383121,7.7500,F38,Q,,,
"Todoroff, Mr. Lalio",0,0,,0,0,Third,349216,7.8958,,S,,,
"Tomlin, Mr. Ernest Portage",0,0,30.5,0,0,Third,364499,8.0500,,S,,50,
"Toomey, Miss. Ellen",1,1,50,0,0,Second,F.C.C. 13531,10.5000,,S,9,,"Indianapolis, IN"
"Torber, Mr. Ernst William",0,0,44,0,0,Third,364511,8.0500,,S,,,
"Torfa, Mr. Assad",0,0,,0,0,Third,2673,7.2292,,C,,,
"Tornquist, Mr. William Henry",1,0,25,0,0,Third,LINE,0.0000,,S,15,,
"Toufik, Mr. Nakli",0,0,,0,0,Third,2641,7.2292,,C,,,
"Touma, Master. Georges Youssef",1,0,7,1,1,Third,2650,15.2458,,C,C,,
"Touma, Miss. Maria Youssef",1,1,9,1,1,Third,2650,15.2458,,C,C,,
"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,1,29,0,2,Third,2650,15.2458,,C,C,,
"Troupiansky, Mr. Moses Aaron",0,0,23,0,0,Second,233639,13.0000,,S,,,
"Trout, Mrs. William H (Jessie L)",1,1,28,0,0,Second,240929,12.6500,,S,,,"Columbus, OH"
"Troutt, Miss. Edwina Celia ""Winnie""",1,1,27,0,0,Second,34218,10.5000,E101,S,16,,"Bath, England / Massachusetts"
"Tucker, Mr. Gilbert Milligan Jr",1,0,31,0,0,First,2543,28.5375,C53,C,7,,"Albany, NY"
"Turcin, Mr. Stjepan",0,0,36,0,0,Third,349247,7.8958,,S,,,
"Turja, Miss. Anna Sofia",1,1,18,0,0,Third,4138,9.8417,,S,15,,
"Turkula, Mrs. (Hedwig)",1,1,63,0,0,Third,4134,9.5875,,S,15,,
"Turpin, Mr. William John Robert",0,0,29,1,0,Second,11668,21.0000,,S,,,"Plymouth, England"
"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",0,1,27,1,0,Second,11668,21.0000,,S,,,"Plymouth, England"
"Uruchurtu, Don. Manuel E",0,0,40,0,0,First,PC 17601,27.7208,,C,,,"Mexico City, Mexico"
"van Billiard, Master. James William",0,0,,1,1,Third,A/5. 851,14.5000,,S,,,
"van Billiard, Master. Walter John",0,0,11.5,1,1,Third,A/5. 851,14.5000,,S,,1,
"van Billiard, Mr. Austin Blyler",0,0,40.5,0,2,Third,A/5. 851,14.5000,,S,,255,
"Van der hoef, Mr. Wyckoff",0,0,61,0,0,First,111240,33.5000,B19,S,,245,"Brooklyn, NY"
"Van Impe, Miss. Catharina",0,1,10,0,2,Third,345773,24.1500,,S,,,
"Van Impe, Mr. Jean Baptiste",0,0,36,1,1,Third,345773,24.1500,,S,,,
"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,1,30,1,1,Third,345773,24.1500,,S,,,
"van Melkebeke, Mr. Philemon",0,0,,0,0,Third,345777,9.5000,,S,,,
"Vande Velde, Mr. Johannes Joseph",0,0,33,0,0,Third,345780,9.5000,,S,,,
"Vande Walle, Mr. Nestor Cyriel",0,0,28,0,0,Third,345770,9.5000,,S,,,
"Vanden Steen, Mr. Leo Peter",0,0,28,0,0,Third,345783,9.5000,,S,,,
"Vander Cruyssen, Mr. Victor",0,0,47,0,0,Third,345765,9.0000,,S,,,
"Vander Planke, Miss. Augusta Maria",0,1,18,2,0,Third,345764,18.0000,,S,,,
"Vander Planke, Mr. Julius",0,0,31,3,0,Third,345763,18.0000,,S,,,
"Vander Planke, Mr. Leo Edmondus",0,0,16,2,0,Third,345764,18.0000,,S,,,
"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",0,1,31,1,0,Third,345763,18.0000,,S,,,
"Vartanian, Mr. David",1,0,22,0,0,Third,2658,7.2250,,C,13 15,,
"Veal, Mr. James",0,0,40,0,0,Second,28221,13.0000,,S,,,"Barre, Co Washington, VT"
"Vendel, Mr. Olof Edvin",0,0,20,0,0,Third,350416,7.8542,,S,,,
"Vestrom, Miss. Hulda Amanda Adolfina",0,1,14,0,0,Third,350406,7.8542,,S,,,
"Vovk, Mr. Janko",0,0,22,0,0,Third,349252,7.8958,,S,,,
"Waelens, Mr. Achille",0,0,22,0,0,Third,345767,9.0000,,S,,,"Antwerp, Belgium / Stanton, OH"
"Walcroft, Miss. Nellie",1,1,31,0,0,Second,F.C.C. 13528,21.0000,,S,14,,"Mamaroneck, NY"
"Walker, Mr. William Anderson",0,0,47,0,0,First,36967,34.0208,D46,S,,,"East Orange, NJ"
"Ward, Miss. Anna",1,1,35,0,0,First,PC 17755,512.3292,,C,3,,
"Ware, Mr. Frederick",0,0,,0,0,Third,359309,8.0500,,S,,,
"Ware, Mr. John James",0,0,30,1,0,Second,CA 31352,21.0000,,S,,,"Bristol, England / New Britain, CT"
"Ware, Mr. William Jeffery",0,0,23,1,0,Second,28666,10.5000,,S,,,
"Ware, Mrs. John James (Florence Louise Long)",1,1,31,0,0,Second,CA 31352,21.0000,,S,10,,"Bristol, England / New Britain, CT"
"Warren, Mr. Charles William",0,0,,0,0,Third,C.A. 49867,7.5500,,S,,,
"Warren, Mr. Frank Manley",0,0,64,1,0,First,110813,75.2500,D37,C,,,"Portland, OR"
"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,1,60,1,0,First,110813,75.2500,D37,C,5,,"Portland, OR"
"Watson, Mr. Ennis Hastings",0,0,,0,0,Second,239856,0.0000,,S,,,Belfast
"Watt, Miss. Bertha J",1,1,12,0,0,Second,C.A. 33595,15.7500,,S,9,,"Aberdeen / Portland, OR"
"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",1,1,40,0,0,Second,C.A. 33595,15.7500,,S,9,,"Aberdeen / Portland, OR"
"Webber, Miss. Susan",1,1,32.5,0,0,Second,27267,13.0000,E101,S,12,,"England / Hartford, CT"
"Webber, Mr. James",0,0,,0,0,Third,SOTON/OQ 3101316,8.0500,,S,,,
"Weir, Col. John",0,0,60,0,0,First,113800,26.5500,,S,,,"England / Salt Lake City, Utah"
"Weisz, Mr. Leopold",0,0,27,1,0,Second,228414,26.0000,,S,,293,"Bromsgrove, England / Montreal, PQ"
"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",1,1,29,1,0,Second,228414,26.0000,,S,10,,"Bromsgrove, England / Montreal, PQ"
"Wells, Master. Ralph Lester",1,0,2,1,1,Second,29103,23.0000,,S,14,,"Cornwall / Akron, OH"
"Wells, Miss. Joan",1,1,4,1,1,Second,29103,23.0000,,S,14,,"Cornwall / Akron, OH"
"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",1,1,29,0,2,Second,29103,23.0000,,S,14,,"Cornwall / Akron, OH"
"Wenzel, Mr. Linhart",0,0,32.5,0,0,Third,345775,9.5000,,S,,298,
"West, Miss. Barbara J",1,1,0.9167,1,2,Second,C.A. 34651,27.7500,,S,10,,"Bournmouth, England"
"West, Miss. Constance Mirium",1,1,5,1,2,Second,C.A. 34651,27.7500,,S,10,,"Bournmouth, England"
"West, Mr. Edwy Arthur",0,0,36,1,2,Second,C.A. 34651,27.7500,,S,,,"Bournmouth, England"
"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,1,33,1,2,Second,C.A. 34651,27.7500,,S,10,,"Bournmouth, England"
"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",1,1,38,0,0,Third,2688,7.2292,,C,C,,
